id,wgn_id,month,tmp_max_ave,tmp_min_ave,tmp_max_sd,tmp_min_sd,pcp_ave,pcp_sd,pcp_skew,wet_dry,wet_wet,pcp_days,pcp_hhr,slr_ave,dew_ave,wnd_ave
1,1,1,3.1088920056101,-3.38054698457223,5.02618307732657,4.26335882755868,1.10695652173913,3.490165415668,5.6267731689092,0.277511961722488,0.603389830508475,12.8260869565217,14.8965786171995,3.41441935483871,0.857959747545582,1.83362903225806
2,1,2,6.26798461538462,-2.25335384615385,5.57551557239938,4.43938669409935,1.75526153846154,4.40425155385953,3.37768810446542,0.260981912144703,0.615969581749049,11.4347826086957,10.987224014522,6.44943362831858,0.793804769230769,2.24975221238938
3,1,3,11.3192286115007,1.22963534361851,5.46255407446769,4.11222804933777,1.41913043478261,4.06336120705188,4.46380228739626,0.279236276849642,0.598639455782313,12.7826086956522,12.7804362326598,11.6215967741935,0.714937727910238,2.35217741935484
4,1,4,17.2711884057971,5.6438115942029,4.67083636769054,3.48291785726364,1.54805797101449,3.73128553233001,3.48814709890153,0.321428571428571,0.577181208053691,12.9565217391304,9.87026555661419,16.4216166666667,0.695994927536232,2.36516666666667
5,1,5,21.1603646563815,9.52406732117812,4.34302331932862,3.17788213094163,2.50253856942496,5.60348360562645,3.42778719000941,0.397727272727273,0.609418282548476,15.695652173913,16.4048524532179,19.2903548387097,0.747250911640954,2.35995161290323
6,1,6,25.0603768115942,13.051652173913,4.24411938449242,3.03513023670032,2.84763768115942,6.6520361527421,3.56023746914511,0.387573964497041,0.625,15.304347826087,21.605927721503,21.0029833333333,0.735437826086957,2.1048
7,1,7,26.8065918653576,14.8230715287518,3.96232237723201,2.64664674777668,2.88183730715288,6.49913385468666,3.30755397425055,0.385269121813031,0.622222222222222,15.6521739130435,18.9920929628616,22.6235806451613,0.73993618513324,1.71661290322581
8,1,8,26.5872089761571,14.0256241234222,4.12755728457491,2.75610067616734,2.34451612903226,5.80446755705268,3.16814569218509,0.261640798226164,0.549618320610687,11.3913043478261,15.4816520951512,19.2595483870968,0.760974754558205,1.75862903225806
9,1,9,20.9874637681159,10.1276666666667,4.27941626541584,3.30559817705905,2.92402898550725,7.54007066289705,3.5466364010764,0.241813602015113,0.668941979522184,12.7391304347826,22.4607428678611,13.70435,0.801138115942029,1.70071666666667
10,1,10,15.9604628330996,5.92047685834502,4.64552224106464,4.01331341957583,2.07929873772791,5.81773396092713,4.16563154084246,0.268065268065268,0.591549295774648,12.3478260869565,18.9275069295812,8.58585483870968,0.852893548387097,1.5916935483871
11,1,11,9.25813043478261,2.34004347826087,5.14183432397259,4.13239278139233,1.92957971014493,4.8578521085992,3.51544608416443,0.291139240506329,0.606779661016949,12.8260869565217,13.4300957438919,3.9964,0.882612608695652,1.70798333333333
12,1,12,3.71085553997195,-2.23338008415147,4.56855098640017,4.18380977832788,1.47753155680224,3.95538522384569,4.02243771089633,0.298795180722892,0.580536912751678,12.9565217391304,13.1109647559182,2.49477419354839,0.879661009817672,1.73066129032258
13,2,1,3.3223141654979,-3.13865357643759,4.99970382291709,4.2159915775948,1.04176718092567,3.39402291324127,5.96888323755797,0.276595744680851,0.593103448275862,12.6086956521739,15.6640126597076,3.67224193548387,0.839669424964937,1.86116129032258
14,2,2,6.55278461538462,-1.9912,5.58477338616362,4.40308311648356,1.71263076923077,4.29793227982347,3.3509709048132,0.260981912144703,0.615969581749049,11.4347826086957,10.7022856324027,6.69104424778761,0.753012923076923,2.2543185840708
15,2,3,11.6169565217391,1.83555399719495,5.4624847074648,4.04124376055971,1.32661991584853,3.89994010217566,4.68308173701306,0.270642201834862,0.570397111913357,12.0434782608696,13.0767721500639,11.5573225806452,0.690573772791024,2.36224193548387
16,2,4,17.6090434782609,6.31876811594203,4.68758722317621,3.38055007351799,1.48089855072464,3.61868611196398,3.4209490084117,0.285024154589372,0.572463768115942,12,10.0336302290293,16.3019166666667,0.660739130434783,2.35803333333333
17,2,5,21.5517531556802,10.0184011220196,4.35087898076635,3.11117128519814,2.37844319775596,5.36616480176526,3.33843245009718,0.411428571428571,0.600550964187328,15.7826086956522,14.5698492723693,19.1607258064516,0.712484992987377,2.26072580645161
18,2,6,25.4695942028986,13.1743188405797,4.24783552607326,3.02315638018677,2.67802898550725,6.39395670311934,3.67443864106699,0.369747899159664,0.600600600600601,14.4782608695652,20.7093216124342,21.7674333333333,0.707964057971014,2.01903333333333
19,2,7,27.2709116409537,15.2969144460028,3.99409938861948,2.61366864399288,2.68566619915849,6.36313249969268,3.88323587924517,0.373626373626374,0.610315186246418,15.1739130434783,19.7177360426588,22.6052741935484,0.705680925666199,1.72922580645161
20,2,8,26.9842636746143,14.1731276297335,4.14625613555337,2.72097716806614,2.34556802244039,5.72511738692161,3.10124110779288,0.266365688487585,0.562962962962963,11.7391304347826,13.7834193377199,19.7685483870968,0.727542075736325,1.65811290322581
21,2,9,21.3847971014493,10.3815072463768,4.28086114758097,3.13810048404892,2.69760869565217,7.02899901975118,3.44861016573803,0.250614250614251,0.636042402826855,12.304347826087,19.2390395606983,13.7639333333333,0.765416666666667,1.6713
22,2,10,16.2407152875175,6.14520336605891,4.63554642295065,3.86685777326246,1.94626928471248,5.40453056878735,4.16206769993906,0.256756756756757,0.572490706319703,11.695652173913,17.0887045703043,9.08696774193548,0.824492145862553,1.52708064516129
23,2,11,9.56339130434783,2.73128985507246,5.13713527895021,4.11394216105931,1.90584057971014,4.95180695383767,3.89700557886369,0.310810810810811,0.6375,13.9130434782609,17.0469136075935,4.11053333333333,0.853151449275362,1.64021666666667
24,2,12,3.9687237026648,-1.95730715287518,4.56932575278557,4.16435368512261,1.47619915848527,3.9493062254689,3.96096934701712,0.324607329842932,0.622356495468278,14.3913043478261,11.8800309451627,2.69112903225806,0.85815652173913,1.76591935483871
25,3,1,3.62575035063114,-2.82464235624123,4.93320286249527,4.15579842884384,0.952454417952314,3.01492854108038,5.56369917082981,0.279518072289157,0.60738255033557,12.9565217391304,12.503096207397,3.91532258064516,0.830920897615708,1.91109677419355
26,3,2,6.60290769230769,-1.61107692307692,5.55149544733577,4.35483452478916,1.60350769230769,3.97746925029909,3.34947639522196,0.296398891966759,0.629757785467128,12.5652173913043,10.014634336888,6.80830088495575,0.752090461538461,2.25277876106195
27,3,3,11.6411640953717,1.67514726507714,5.43851197916058,4.0214382331242,1.24084151472651,3.62606003390871,4.82802655623845,0.294536817102138,0.571917808219178,12.695652173913,12.8564198012249,11.5568709677419,0.699561290322581,2.4138064516129
28,3,4,17.6737826086957,5.97785507246377,4.69514226115964,3.414032815608,1.38485507246377,3.30169166200069,3.34709078627643,0.2997542997543,0.568904593639576,12.304347826087,9.14462247681692,16.6061166666667,0.661494782608696,2.34978333333333
29,3,5,21.6323141654979,9.84575035063114,4.35164441371404,3.09983830304153,2.22978962131837,4.87843449580252,3.46754398594187,0.436363636363636,0.621409921671018,16.6521739130435,15.6184225185685,19.770564516129,0.69359396914446,2.38645161290323
30,3,6,25.570115942029,13.5544202898551,4.24869135332937,3.01853370773387,2.67723188405797,5.95825526679043,3.44256291429568,0.375,0.624277456647399,15.0434782608696,18.6691627964596,21.60375,0.696296231884058,2.08796666666667
31,3,7,27.4329453015428,15.061079943899,4.01673836583016,2.62898677144688,2.59887798036466,5.78538553753814,3.73000517839083,0.376093294460641,0.651351351351351,16.0869565217391,18.9730970707203,21.7273548387097,0.695142356241234,1.79790322580645
32,3,8,27.0993688639551,14.7396633941094,4.16151620894207,2.69925689920127,2.42849929873773,5.70798854925625,3.00741337994918,0.287410926365796,0.585616438356164,12.695652173913,13.0805713284922,19.4874193548387,0.7187603085554,1.78335483870968
33,3,9,21.5244637681159,10.7679855072464,4.2766777747407,3.18469067835022,2.66984057971014,6.84630203091392,3.40183256341461,0.248062015503876,0.67986798679868,13.1739130434783,17.7877534011038,13.8079666666667,0.771571014492754,1.648
34,3,10,16.2904488078541,6.51565217391304,4.62512836997397,3.84119990940535,1.88472650771389,5.13724508261587,4.54587205638074,0.272058823529412,0.632786885245902,13.2608695652174,20.6865265418646,8.65711290322581,0.819587377279102,1.59317741935484
35,3,11,9.55311594202898,2.66040579710145,5.09088847149576,4.07097693997767,1.80024637681159,4.72127074757066,4.35904288337025,0.341954022988506,0.649122807017544,14.8695652173913,18.8819167884421,4.44776666666667,0.855865362318841,1.79873333333333
36,3,12,4.24259467040673,-1.61683029453015,4.51646928509138,4.14050491487357,1.42821879382889,3.76533874915422,3.86445944111585,0.338842975206612,0.645714285714286,15.2173913043478,11.8002481981692,2.92245161290323,0.855114305750351,1.8178064516129
37,4,1,3.55398316970547,-2.39605890603086,5.02231191556682,4.2713024987527,1.10430575035063,3.42434117368599,5.4590494739442,0.292620865139949,0.6375,13.9130434782609,14.5546525586563,3.52140322580645,0.814424403927069,2.71675806451613
38,4,2,6.28726153846154,-1.1142,5.60745403167218,4.50318945933053,1.69973846153846,4.24061157455542,3.368481302857,0.301169590643275,0.665584415584416,13.3913043478261,10.2691792915813,6.92155752212389,0.748445230769231,3.22932743362832
39,4,3,11.3937587657784,1.90625525946704,5.48629903887598,4.09252471826164,1.34140252454418,3.8296679670733,4.45344908671705,0.296116504854369,0.591362126245847,13.0869565217391,11.4659204964825,11.7538387096774,0.680816269284713,3.34095161290323
40,4,4,17.4650869565217,6.27426086956522,4.68225824790986,3.48654017188454,1.50068115942029,3.64510889256914,3.48503855763091,0.323607427055703,0.610223642172524,13.6086956521739,10.3147694327204,16.2398,0.643513333333333,3.26481666666667
41,4,5,21.4333520336606,10.1253856942496,4.36310300372601,3.18561168321811,2.27576437587658,5.01122916143816,3.33148098324721,0.418674698795181,0.63254593175853,16.5652173913043,14.801599156493,19.2642258064516,0.684770967741935,3.03016129032258
42,4,6,25.3240724637681,13.8177826086957,4.2556859354737,3.04746717440689,2.72657971014493,6.14387754154095,3.35012203520839,0.382262996941896,0.652892561983471,15.7826086956522,19.2656338096961,21.5179166666667,0.69363652173913,2.62668333333333
43,4,7,27.128064516129,15.5084992987377,3.97339037600152,2.66422894337371,2.70612903225806,6.19427457598169,3.62748794378115,0.383954154727794,0.631868131868132,15.8260869565217,20.6447355791538,22.2620483870968,0.684661991584853,2.3526935483871
44,4,8,26.9193828892006,14.8752594670407,4.14486644864058,2.77257338404989,2.30502103786816,5.5485661707799,3.02309624593361,0.28537170263789,0.597972972972973,12.8695652173913,14.2583166412521,19.7731774193548,0.706197896213184,2.17570967741935
45,4,9,21.3044782608696,10.9310434782609,4.28465819888114,3.3035019130089,2.80401449275362,7.0753527485547,3.42440844638178,0.263440860215054,0.688679245283019,13.8260869565217,20.6979240771494,13.4594333333333,0.753119565217391,2.35675
46,4,10,16.2402244039271,6.6388920056101,4.65818561330472,4.00205344495075,2.07475455820477,5.82461924082843,4.21730379493038,0.271820448877805,0.647435897435897,13.5652173913043,18.5741833357532,8.55216129032258,0.793270967741936,2.24748387096774
47,4,11,9.51430434782609,2.90255072463768,5.16738674765456,4.13000376211355,1.94624637681159,4.84922488353971,3.60766538166652,0.359516616314199,0.665738161559889,15.6086956521739,14.7788040859235,4.00651666666667,0.822247826086957,2.55618333333333
48,4,12,4.14507713884993,-1.21283309957924,4.60823609603437,4.24801246935573,1.50140252454418,3.98627529490769,4.00011882179816,0.349570200573066,0.662087912087912,15.8260869565217,13.2591327146203,2.5383064516129,0.832131276297335,2.56114516129032
49,5,1,3.66990182328191,-2.44856942496494,4.96950219811697,4.16756074428703,1.01629733520337,3.20005517529788,5.51913621026789,0.285024154589372,0.602006688963211,13,13.6352513790178,3.89411290322581,0.820140112201964,2.78211290322581
50,5,2,6.63055384615385,-1.15043076923077,5.56257702643858,4.40210792751873,1.69072307692308,4.2081572703438,3.33060751261992,0.291208791208791,0.629370629370629,12.4347826086957,9.97664255260541,6.81371681415929,0.750824307692308,3.29111504424779
51,5,3,11.7459607293128,2.22929873772791,5.46151468460363,4.01501113263475,1.24837307152875,3.639380023593,4.71147651811968,0.300715990453461,0.568027210884354,12.7826086956522,11.6862728453215,11.8196774193548,0.677432819074334,3.46982258064516
52,5,4,17.7519710144928,6.76421739130435,4.68184606876822,3.39847464874444,1.41475362318841,3.47844980906561,3.45531317063396,0.30379746835443,0.593220338983051,12.8260869565217,8.91667177112144,17.1979666666667,0.641567101449275,3.35258333333333
53,5,5,21.724572230014,10.514446002805,4.35439621818019,3.12105040437427,2.16849929873773,4.80478826806264,3.36428132271346,0.43202416918429,0.62303664921466,16.6086956521739,13.8404070141438,20.4449677419355,0.667183029453015,2.89985483870968
54,5,6,25.6335217391304,13.802768115942,4.24216774113647,3.02624974793273,2.65266666666667,5.91289043403935,3.30325220664041,0.390029325513196,0.616045845272206,15.1739130434783,17.5370076248388,22.4240833333333,0.69224231884058,2.45785
55,5,7,27.4871949509116,15.897461430575,3.98923737993336,2.63599284782893,2.62837307152875,6.13060073132432,3.73900691538859,0.376068376068376,0.635359116022099,15.7391304347826,20.0786579933433,22.8116612903226,0.681780925666199,2.49204838709677
56,5,8,27.1855680224404,14.8897335203366,4.13294695764491,2.71715220048017,2.33410939691445,5.56412794123594,2.94824699350998,0.278959810874705,0.593103448275862,12.6086956521739,12.1991619331363,19.9947096774194,0.705348667601683,2.04491935483871
57,5,9,21.5883333333333,10.9454637681159,4.26922527469061,3.17547004659587,2.64615942028986,6.75558805649531,3.41994957486797,0.243107769423559,0.663230240549828,12.6521739130435,18.9920929628616,13.8600833333333,0.761605652173913,2.37601666666667
58,5,10,16.3956241234222,6.64913043478261,4.62300220248015,3.88374932164218,1.9524824684432,5.45655423666656,4.39009989077394,0.279620853080569,0.59106529209622,12.6521739130435,18.7907365061639,9.08404838709677,0.792955680224404,2.30072580645161
59,5,11,9.73601449275362,3.19747826086957,5.10048100123033,4.06794271440534,1.87175362318841,4.78644993874724,3.89310460958781,0.335227272727273,0.64792899408284,14.695652173913,16.2680820298006,4.13066666666667,0.827806376811594,2.52031666666667
60,5,12,4.31938288920056,-1.27388499298738,4.56186958527109,4.16620275782865,1.48078541374474,3.95283480984777,3.97792115396987,0.330645161290323,0.636363636363636,14.8260869565217,12.6892559503816,2.89167741935484,0.836075455820477,2.65998387096774
61,6,1,3.29036465638149,-2.91349228611501,5.00859891277852,4.14464169515175,0.964417952314165,3.02821506726485,5.48487958341979,0.278728606356968,0.621710526315789,13.2173913043478,12.3359323565536,3.79946774193548,0.842456100981767,2.6196935483871
62,6,2,6.17866153846154,-1.61358461538462,5.57097188915325,4.33507512563616,1.60513846153846,4.00277504616074,3.38362532743507,0.288888888888889,0.641379310344828,12.6086956521739,10.1210113328792,6.50973451327434,0.795940615384615,2.99840707964602
63,6,3,11.2141935483871,1.65876577840112,5.466505513571,4.0024708860476,1.26997194950912,3.70939908506024,4.82915687194198,0.29126213592233,0.598006644518272,13.0869565217391,12.6474649876708,11.7386935483871,0.706199579242637,3.18543548387097
64,6,4,17.1764347826087,6.2086231884058,4.71523166154225,3.38998640496929,1.40123188405797,3.35320362228553,3.29124635577436,0.303482587064677,0.576388888888889,12.5217391304348,8.83308984569976,16.9138833333333,0.67109231884058,3.00216666666667
65,6,5,21.1135343618513,9.93215988779804,4.38160709662205,3.11325885875091,2.26635343618513,4.95673675032133,3.44836168114664,0.432515337423313,0.633074935400517,16.8260869565217,15.3828734560165,20.0282903225806,0.712265778401122,2.74716129032258
66,6,6,25.0421739130435,13.5544202898551,4.2568111116818,3.03652569067425,2.70368115942029,6.01795861625031,3.47582544906379,0.38,0.605882352941176,14.7826086956522,19.1516584568484,21.4479166666667,0.710931884057971,2.34826666666667
67,6,7,26.9321318373072,15.2016549789621,4.03195950068683,2.65094128055076,2.62223001402525,5.87462522762063,3.87913120936778,0.375739644970414,0.661333333333333,16.304347826087,21.1880180943947,22.4682903225806,0.709062272089762,2.38591935483871
68,6,8,26.557461430575,14.8756802244039,4.1983364658305,2.72061633154009,2.36371669004208,5.62488322610018,3.01960282491313,0.275943396226415,0.595155709342561,12.5652173913043,13.6428497358743,18.8826129032258,0.731063674614306,2.15883870967742
69,6,9,21.0249420289855,10.9300434782609,4.28919901915874,3.15064872226519,2.63082608695652,6.84043618792824,3.46530884618187,0.242424242424242,0.670068027210884,12.7826086956522,18.0346999989405,13.67205,0.777059565217391,2.20786666666667
70,6,10,15.8515427769986,6.60232819074334,4.62904552841476,3.8409886395586,1.93849929873773,5.3447358715719,4.52703756978583,0.275862068965517,0.631921824104234,13.3478260869565,19.9570842836391,8.20370967741935,0.825878962131837,2.20072580645161
71,6,11,9.14621739130435,2.6714347826087,5.08401396613196,4.06383899082453,1.74363768115942,4.55634108441555,4.09570272149818,0.335211267605634,0.641791044776119,14.5652173913043,16.2110943533767,3.98963333333333,0.86298,2.45398333333333
72,6,12,3.93307152875175,-1.7201683029453,4.52393102609503,4.13007596779093,1.3213744740533,3.52314806181505,3.88669769084723,0.328840970350404,0.640350877192982,14.8695652173913,10.7440765951135,2.79187096774194,0.863545161290323,2.41872580645161
